date,competition,home_team,away_team,home_score,away_score,neutral,match_type
2014-06-12,WORLD_CUP,巴西,克罗地亚,3,1,true,OFFICIAL
2014-06-13,WORLD_CUP,智利,澳大利亚,3,1,true,OFFICIAL
2014-06-13,WORLD_CUP,西班牙,荷兰,1,5,true,OFFICIAL
2014-06-13,WORLD_CUP,墨西哥,喀麦隆,1,0,true,OFFICIAL
2014-06-14,WORLD_CUP,哥伦比亚,希腊,3,0,true,OFFICIAL
2014-06-14,WORLD_CUP,科特迪瓦,日本,2,1,true,OFFICIAL
2014-06-14,WORLD_CUP,英格兰,意大利,1,2,true,OFFICIAL
2014-06-14,WORLD_CUP,乌拉圭,哥斯达,1,3,true,OFFICIAL
2014-06-15,WORLD_CUP,阿根廷,波黑,2,1,true,OFFICIAL
2014-06-15,WORLD_CUP,瑞士,厄瓜多尔,2,1,true,OFFICIAL
2014-06-15,WORLD_CUP,法国,洪都拉斯,3,0,true,OFFICIAL
2014-06-16,WORLD_CUP,加纳,美国,1,2,true,OFFICIAL
2014-06-16,WORLD_CUP,伊朗,尼日利亚,0,0,true,OFFICIAL
2014-06-16,WORLD_CUP,德国,葡萄牙,4,0,true,OFFICIAL
2014-06-17,WORLD_CUP,俄罗斯,韩国,1,1,true,OFFICIAL
2014-06-17,WORLD_CUP,巴西,墨西哥,0,0,true,OFFICIAL
2014-06-17,WORLD_CUP,比利时,阿尔及利亚,2,1,true,OFFICIAL
2014-06-18,INTERNATIONAL_FRIENDLY,中国,北马其顿,2,0,false,INTERNATIONAL_FRIENDLY
2014-06-18,WORLD_CUP,澳大利亚,荷兰,2,3,true,OFFICIAL
2014-06-18,WORLD_CUP,喀麦隆,克罗地亚,0,4,true,OFFICIAL
2014-06-18,WORLD_CUP,西班牙,智利,0,2,true,OFFICIAL
2014-06-19,WORLD_CUP,日本,希腊,0,0,true,OFFICIAL
2014-06-19,WORLD_CUP,乌拉圭,英格兰,2,1,true,OFFICIAL
2014-06-19,WORLD_CUP,哥伦比亚,科特迪瓦,2,1,true,OFFICIAL
2014-06-20,WORLD_CUP,瑞士,法国,2,5,true,OFFICIAL
2014-06-20,WORLD_CUP,洪都拉斯,厄瓜多尔,1,2,true,OFFICIAL
2014-06-20,WORLD_CUP,意大利,哥斯达,0,1,true,OFFICIAL
2014-06-21,WORLD_CUP,德国,加纳,2,2,true,OFFICIAL
2014-06-21,WORLD_CUP,尼日利亚,波黑,1,0,true,OFFICIAL
2014-06-21,WORLD_CUP,阿根廷,伊朗,1,0,true,OFFICIAL
2014-06-22,INTERNATIONAL_FRIENDLY,中国,北马其顿,0,0,false,INTERNATIONAL_FRIENDLY
2014-06-22,WORLD_CUP,比利时,俄罗斯,1,0,true,OFFICIAL
2014-06-22,WORLD_CUP,韩国,阿尔及利亚,2,4,true,OFFICIAL
2014-06-22,WORLD_CUP,美国,葡萄牙,2,2,true,OFFICIAL
2014-06-23,WORLD_CUP,克罗地亚,墨西哥,1,3,true,OFFICIAL
2014-06-23,WORLD_CUP,荷兰,智利,2,0,true,OFFICIAL
2014-06-23,WORLD_CUP,喀麦隆,巴西,1,4,true,OFFICIAL
2014-06-23,WORLD_CUP,澳大利亚,西班牙,0,3,true,OFFICIAL
2014-06-24,WORLD_CUP,哥斯达,英格兰,0,0,true,OFFICIAL
2014-06-24,WORLD_CUP,日本,哥伦比亚,1,4,true,OFFICIAL
2014-06-24,WORLD_CUP,意大利,乌拉圭,0,1,true,OFFICIAL
2014-06-24,WORLD_CUP,希腊,科特迪瓦,2,1,true,OFFICIAL
2014-06-25,WORLD_CUP,波黑,伊朗,3,1,true,OFFICIAL
2014-06-25,WORLD_CUP,尼日利亚,阿根廷,2,3,true,OFFICIAL
2014-06-25,WORLD_CUP,厄瓜多尔,法国,0,0,true,OFFICIAL
2014-06-25,WORLD_CUP,洪都拉斯,瑞士,0,3,true,OFFICIAL
2014-06-26,WORLD_CUP,阿尔及利亚,俄罗斯,1,1,true,OFFICIAL
2014-06-26,WORLD_CUP,韩国,比利时,0,1,true,OFFICIAL
2014-06-26,WORLD_CUP,美国,德国,0,1,true,OFFICIAL
2014-06-26,WORLD_CUP,葡萄牙,加纳,2,1,true,OFFICIAL
2014-06-28,WORLD_CUP,巴西,智利,1,1,true,OFFICIAL
2014-06-28,WORLD_CUP,哥伦比亚,乌拉圭,2,0,true,OFFICIAL
2014-06-29,WORLD_CUP,哥斯达,希腊,1,1,true,OFFICIAL
2014-06-29,WORLD_CUP,荷兰,墨西哥,2,1,true,OFFICIAL
2014-06-30,WORLD_CUP,法国,尼日利亚,2,0,true,OFFICIAL
2014-06-30,WORLD_CUP,德国,阿尔及利亚,0,0,true,OFFICIAL
2014-07-01,WORLD_CUP,阿根廷,瑞士,0,0,true,OFFICIAL
2014-07-01,WORLD_CUP,比利时,美国,0,0,true,OFFICIAL
2014-07-04,WORLD_CUP,巴西,哥伦比亚,2,1,true,OFFICIAL
2014-07-04,WORLD_CUP,法国,德国,0,1,true,OFFICIAL
2014-07-05,WORLD_CUP,荷兰,哥斯达,0,0,true,OFFICIAL
2014-07-05,WORLD_CUP,阿根廷,比利时,1,0,true,OFFICIAL
2014-07-08,WORLD_CUP,巴西,德国,1,7,true,OFFICIAL
2014-07-09,WORLD_CUP,荷兰,阿根廷,0,0,true,OFFICIAL
2014-07-12,WORLD_CUP,巴西,荷兰,0,3,true,OFFICIAL
2014-07-13,WORLD_CUP,德国,阿根廷,0,0,true,OFFICIAL
2014-07-14,INTERNATIONAL_FRIENDLY,卡塔尔,印度尼西亚,2,2,false,INTERNATIONAL_FRIENDLY
2014-07-15,CHAMPIONS_LEAGUE,布拉迪斯,新圣徒,1,0,false,OFFICIAL
2014-07-15,CHAMPIONS_LEAGUE,雷克雅,凯尔特人,0,1,false,OFFICIAL
2014-07-16,CHAMPIONS_LEAGUE,谢里夫,苏捷斯卡,2,0,false,OFFICIAL
2014-07-16,CHAMPIONS_LEAGUE,巴特,科尔察,0,0,false,OFFICIAL
2014-07-16,CHAMPIONS_LEAGUE,卢多戈雷,迪德朗日,4,0,false,OFFICIAL
2014-07-17,BRAZIL_SERIE_A,弗拉门戈,巴竞技,1,2,false,OFFICIAL
2014-07-17,BRAZIL_SERIE_A,累体育,博塔弗戈,1,0,false,OFFICIAL
2014-07-17,BRAZIL_SERIE_A,科里蒂巴,费古埃伦,0,2,false,OFFICIAL
2014-07-17,BRAZIL_SERIE_A,克里西,弗鲁米嫩塞,3,2,false,OFFICIAL
2014-07-17,BRAZIL_SERIE_A,格雷米奥,戈亚斯,0,0,false,OFFICIAL
2014-07-17,BRAZIL_SERIE_A,巴伊亚,圣保罗,0,2,false,OFFICIAL
2014-07-17,CHAMPIONS_LEAGUE,卢多戈雷茨,迪德朗日,4,0,false,OFFICIAL
2014-07-17,EUROPA_LEAGUE,特伦钦,伏伊伏丁,4,0,false,OFFICIAL
2014-07-18,BRAZIL_SERIE_A,科林蒂安,巴西国际,2,1,false,OFFICIAL
2014-07-18,BRAZIL_SERIE_A,桑托斯,帕尔梅拉斯,2,0,false,OFFICIAL
2014-07-18,BRAZIL_SERIE_A,克鲁塞罗,维多利亚,3,1,false,OFFICIAL
2014-07-18,EUROPA_LEAGUE,邓多克,斯海杜克,0,2,false,OFFICIAL
2014-07-18,EUROPA_LEAGUE,里耶卡,费伦茨瓦罗斯,1,0,false,OFFICIAL
2014-07-20,BRAZIL_SERIE_A,米竞技,巴伊亚,1,1,false,OFFICIAL
2014-07-20,BRAZIL_SERIE_A,圣保罗,沙佩科,0,1,false,OFFICIAL
2014-07-20,BRAZIL_SERIE_A,博塔弗戈,科里蒂巴,1,0,false,OFFICIAL
2014-07-20,BRAZIL_SERIE_A,费古埃伦,格雷米奥,0,1,false,OFFICIAL
2014-07-21,BRAZIL_SERIE_A,维多利亚,科林蒂安,0,0,false,OFFICIAL
2014-07-21,BRAZIL_SERIE_A,巴竞技,克里西,2,0,false,OFFICIAL
2014-07-21,BRAZIL_SERIE_A,帕尔梅拉斯,克鲁塞罗,1,2,false,OFFICIAL
2014-07-21,BRAZIL_SERIE_A,巴西国际,弗拉门戈,4,0,false,OFFICIAL
2014-07-21,BRAZIL_SERIE_A,弗鲁米嫩塞,桑托斯,1,0,false,OFFICIAL
2014-07-21,BRAZIL_SERIE_A,戈亚斯,累体育,0,0,false,OFFICIAL
2014-07-22,CHAMPIONS_LEAGUE,苏捷斯卡,谢里夫,0,3,false,OFFICIAL
2014-07-22,CHAMPIONS_LEAGUE,凯尔特人,雷克雅,4,0,false,OFFICIAL
2014-07-22,CHAMPIONS_LEAGUE,新圣徒,布拉迪斯,0,2,false,OFFICIAL
2014-07-22,CHAMPIONS_LEAGUE,迪德朗日,卢多戈雷,1,1,false,OFFICIAL
2014-07-23,CHAMPIONS_LEAGUE,迪德朗日,卢多戈雷茨,1,1,false,OFFICIAL
2014-07-23,CHAMPIONS_LEAGUE,科尔察,巴特,1,1,false,OFFICIAL
2014-07-23,CLUB_OFFICIAL_OTHER,奥林匹奥,拉斐拉,0,0,false,OFFICIAL
2014-07-24,CLUB_FRIENDLY,利物浦,罗马,0,1,false,CLUB_FRIENDLY
2014-07-24,CLUB_OFFICIAL_OTHER,塞阿拉,沙佩科,1,1,false,OFFICIAL
2014-07-24,CLUB_OFFICIAL_OTHER,科林蒂安,巴伊亚,3,0,false,OFFICIAL
2014-07-24,CLUB_OFFICIAL_OTHER,阿瓦伊,帕尔梅拉斯,0,2,false,OFFICIAL
2014-07-24,CLUB_OFFICIAL_OTHER,庞普雷塔,瓦斯科达伽马,0,2,false,OFFICIAL
2014-07-25,CLUB_FRIENDLY,奥林匹亚科斯,AC米兰,3,0,false,CLUB_FRIENDLY
2014-07-25,EUROPA_LEAGUE,费伦茨瓦罗斯,里耶卡,1,2,false,OFFICIAL
2014-07-25,EUROPA_LEAGUE,伏伊伏丁,特伦钦,3,0,false,OFFICIAL
2014-07-25,EUROPA_LEAGUE,斯海杜克,邓多克,1,2,false,OFFICIAL
2014-07-26,CLUB_FRIENDLY,伯恩茅斯,南安普敦,0,1,false,CLUB_FRIENDLY
2014-07-26,CLUB_FRIENDLY,莱比锡红牛,女王巡游,2,0,false,CLUB_FRIENDLY
2014-07-26,CLUB_FRIENDLY,布伦特福德,尼斯,3,2,false,CLUB_FRIENDLY
2014-07-26,CLUB_OFFICIAL_OTHER,拉普体操,阿青年人,0,0,false,OFFICIAL
2014-07-27,BRAZIL_SERIE_A,桑托斯,沙佩科,3,0,false,OFFICIAL
2014-07-27,BRAZIL_SERIE_A,克鲁塞罗,费古埃伦,5,0,false,OFFICIAL
2014-07-27,BRAZIL_SERIE_A,巴伊亚,巴西国际,0,1,false,OFFICIAL
2014-07-27,BRAZIL_SERIE_A,克里西,维多利亚,1,3,false,OFFICIAL
2014-07-27,CLUB_FRIENDLY,国际米兰,皇家马德里,1,1,false,CLUB_FRIENDLY
2014-07-27,CLUB_FRIENDLY,莱切斯特,埃弗顿,1,0,false,CLUB_FRIENDLY
2014-07-27,CLUB_FRIENDLY,罗马,曼彻斯特联,2,3,false,CLUB_FRIENDLY
2014-07-27,CLUB_OFFICIAL_OTHER,博卡,飓风,0,2,false,OFFICIAL
2014-07-28,BRAZIL_SERIE_A,累体育,米竞技,2,1,false,OFFICIAL
2014-07-28,BRAZIL_SERIE_A,弗拉门戈,博塔弗戈,1,0,false,OFFICIAL
2014-07-28,BRAZIL_SERIE_A,格雷米奥,科里蒂巴,2,3,false,OFFICIAL
2014-07-28,BRAZIL_SERIE_A,巴竞技,弗鲁米嫩塞,0,3,false,OFFICIAL
2014-07-28,BRAZIL_SERIE_A,科林蒂安,帕尔梅拉斯,2,0,false,OFFICIAL
2014-07-28,BRAZIL_SERIE_A,戈亚斯,圣保罗,2,1,false,OFFICIAL
2014-07-28,CLUB_FRIENDLY,曼彻斯特城,AC米兰,5,1,false,CLUB_FRIENDLY
2014-07-28,CLUB_FRIENDLY,奥林匹亚科斯,利物浦,0,1,false,CLUB_FRIENDLY
2014-07-28,CLUB_OFFICIAL_OTHER,竞技,圣马丁,1,0,false,OFFICIAL
2014-07-29,CHAMPIONS_LEAGUE,布拉迪斯,谢里夫,2,1,false,OFFICIAL
2014-07-29,CHAMPIONS_LEAGUE,布斯巴达,马尔默,4,2,false,OFFICIAL
2014-07-29,CLUB_FRIENDLY,诺维奇,尼斯,5,1,false,CLUB_FRIENDLY
2014-07-29,CLUB_OFFICIAL_OTHER,贝格拉诺,阿独立,0,2,false,OFFICIAL
2014-07-30,CHAMPIONS_LEAGUE,第聂伯罗,哥本哈根,0,0,false,OFFICIAL
2014-07-30,CHAMPIONS_LEAGUE,标准列日,帕纳辛纳,0,0,false,OFFICIAL
2014-07-30,CHAMPIONS_LEAGUE,卡拉巴赫,萨尔茨堡,2,1,false,OFFICIAL
2014-07-30,CHAMPIONS_LEAGUE,赫尔辛基,希腊人,2,2,false,OFFICIAL
2014-07-30,CHAMPIONS_LEAGUE,奥尔堡,萨迪纳摩,0,1,false,OFFICIAL
2014-07-30,CHAMPIONS_LEAGUE,华沙军团,凯尔特人,4,1,false,OFFICIAL
2014-07-30,CHAMPIONS_LEAGUE,费耶诺德,贝西克塔,1,2,false,OFFICIAL
2014-07-30,CHAMPIONS_LEAGUE,马里博尔,特马卡比,1,0,false,OFFICIAL
2014-07-30,CHAMPIONS_LEAGUE,卢多戈雷,贝游击,0,0,false,OFFICIAL
2014-07-30,CLUB_FRIENDLY,皇家马德里,罗马,0,1,false,CLUB_FRIENDLY
2014-07-30,CLUB_FRIENDLY,国际米兰,曼彻斯特联,0,0,false,CLUB_FRIENDLY
2014-07-30,CLUB_FRIENDLY,谢菲联,哈德斯,0,1,false,CLUB_FRIENDLY
2014-07-31,CHAMPIONS_LEAGUE,卢多戈雷茨,贝游击,0,0,false,OFFICIAL
2014-07-31,CHAMPIONS_LEAGUE,标准列日,帕纳辛纳科斯,0,0,false,OFFICIAL
2014-07-31,CLUB_FRIENDLY,曼彻斯特城,利物浦,2,2,false,CLUB_FRIENDLY
2014-07-31,CLUB_FRIENDLY,维迪斯,切尔西,1,3,false,CLUB_FRIENDLY
2014-07-31,CLUB_OFFICIAL_OTHER,瓦斯科达伽马,庞普雷塔,2,1,false,OFFICIAL
2014-07-31,CLUB_OFFICIAL_OTHER,巴西国际,塞阿拉,1,2,false,OFFICIAL
2014-07-31,CLUB_OFFICIAL_OTHER,布拉干RB,圣保罗,1,2,false,OFFICIAL
2014-08-01,EUROPA_LEAGUE,美因茨,特里波利,1,0,false,OFFICIAL
2014-08-01,EUROPA_LEAGUE,特伦钦,赫尔城,0,0,false,OFFICIAL
2014-08-01,EUROPA_LEAGUE,卢甘斯克,莫尔德,1,1,false,OFFICIAL
2014-08-01,EUROPA_LEAGUE,布鲁日,布隆德比,3,0,false,OFFICIAL
2014-08-02,CLUB_FRIENDLY,巴伦西亚,摩纳哥,2,2,false,CLUB_FRIENDLY
2014-08-02,CLUB_FRIENDLY,阿森纳,本菲卡,5,1,false,CLUB_FRIENDLY
2014-08-03,BRAZIL_SERIE_A,圣保罗,克里西,1,1,false,OFFICIAL
2014-08-03,BRAZIL_SERIE_A,博塔弗戈,克鲁塞罗,1,1,false,OFFICIAL
2014-08-03,BRAZIL_SERIE_A,维多利亚,格雷米奥,2,1,false,OFFICIAL
2014-08-03,CLUB_FRIENDLY,利物浦,AC米兰,2,0,false,CLUB_FRIENDLY
2014-08-03,CLUB_FRIENDLY,皇家马德里,曼彻斯特联,1,3,false,CLUB_FRIENDLY
2014-08-03,CLUB_FRIENDLY,曼彻斯特城,奥林匹亚科斯,2,2,false,CLUB_FRIENDLY
2014-08-03,CLUB_FRIENDLY,罗马,国际米兰,0,2,false,CLUB_FRIENDLY
2014-08-03,CLUB_FRIENDLY,本菲卡,巴伦西亚,1,3,false,CLUB_FRIENDLY
2014-08-03,CLUB_FRIENDLY,阿森纳,摩纳哥,0,1,false,CLUB_FRIENDLY
2014-08-04,BRAZIL_SERIE_A,米竞技,巴竞技,3,1,false,OFFICIAL
2014-08-04,BRAZIL_SERIE_A,帕尔梅拉斯,巴伊亚,1,1,false,OFFICIAL
2014-08-04,BRAZIL_SERIE_A,科里蒂巴,科林蒂安,0,0,false,OFFICIAL
2014-08-04,BRAZIL_SERIE_A,沙佩科,弗拉门戈,1,0,false,OFFICIAL
2014-08-04,BRAZIL_SERIE_A,弗鲁米嫩塞,戈亚斯,2,0,false,OFFICIAL
2014-08-04,BRAZIL_SERIE_A,巴西国际,桑托斯,1,0,false,OFFICIAL
2014-08-04,BRAZIL_SERIE_A,费古埃伦,累体育,3,0,false,OFFICIAL
2014-08-05,CHAMPIONS_LEAGUE,帕纳辛纳,标准列日,1,2,false,OFFICIAL
2014-08-05,CHAMPIONS_LEAGUE,特马卡比,马里博尔,2,2,false,OFFICIAL
2014-08-05,CLUB_FRIENDLY,曼彻斯特联,利物浦,3,1,false,CLUB_FRIENDLY
2014-08-06,CHAMPIONS_LEAGUE,帕纳辛纳科斯,标准列日,1,2,false,OFFICIAL
2014-08-06,CHAMPIONS_LEAGUE,希腊人,赫尔辛基,2,0,false,OFFICIAL
2014-08-06,CHAMPIONS_LEAGUE,谢里夫,布拉迪斯,0,0,false,OFFICIAL
2014-08-06,CHAMPIONS_LEAGUE,贝游击,卢多戈雷,2,2,false,OFFICIAL
2014-08-06,CHAMPIONS_LEAGUE,哥本哈根,第聂伯罗,2,0,false,OFFICIAL
2014-08-06,CHAMPIONS_LEAGUE,萨迪纳摩,奥尔堡,0,2,false,OFFICIAL
2014-08-06,CHAMPIONS_LEAGUE,凯尔特人,华沙军团,3,0,false,OFFICIAL
2014-08-06,CHAMPIONS_LEAGUE,萨尔茨堡,卡拉巴赫,2,0,false,OFFICIAL
2014-08-06,CHAMPIONS_LEAGUE,贝西克塔,费耶诺德,3,1,false,OFFICIAL
2014-08-06,CHAMPIONS_LEAGUE,马尔默,布斯巴达,2,0,false,OFFICIAL
2014-08-06,INTERNATIONAL_FRIENDLY,秘鲁,巴拿马,3,0,false,INTERNATIONAL_FRIENDLY
2014-08-07,BRAZIL_SERIE_A,沙佩科,米竞技,1,1,false,OFFICIAL
2014-08-07,CHAMPIONS_LEAGUE,贝游击,卢多戈雷茨,2,2,false,OFFICIAL
2014-08-07,CHAMPIONS_LEAGUE,凯尔特人,华沙军团,0,2,false,OFFICIAL
2014-08-07,CLUB_OFFICIAL_OTHER,帕尔梅拉斯,阿瓦伊,1,0,false,OFFICIAL
2014-08-07,CLUB_OFFICIAL_OTHER,巴伊亚,科林蒂安,1,0,false,OFFICIAL
2014-08-08,EUROPA_LEAGUE,特里波利,美因茨,3,1,false,OFFICIAL
2014-08-08,EUROPA_LEAGUE,赫尔城,特伦钦,2,1,false,OFFICIAL
2014-08-08,EUROPA_LEAGUE,布隆德比,布鲁日,0,2,false,OFFICIAL
2014-08-08,EUROPA_LEAGUE,莫尔德,卢甘斯克,1,2,false,OFFICIAL
2014-08-09,ARGENTINE_PRIMERA_DIVISION,戈多伊,班菲尔德,3,0,false,OFFICIAL
2014-08-09,ARGENTINE_PRIMERA_DIVISION,罗萨里奥,基尔梅斯,3,1,false,OFFICIAL
2014-08-09,EREDIVISIE,兹沃勒,乌德勒支,2,0,false,OFFICIAL
2014-08-09,LIGUE_1,兰斯,巴黎圣日尔曼,2,2,false,OFFICIAL
2014-08-10,ARGENTINE_PRIMERA_DIVISION,防御正义,竞技,1,3,false,OFFICIAL
2014-08-10,BRAZIL_SERIE_A,弗鲁米嫩塞,科里蒂巴,1,1,false,OFFICIAL
2014-08-10,BRAZIL_SERIE_A,克里西,克鲁塞罗,0,0,false,OFFICIAL
2014-08-10,BRAZIL_SERIE_A,巴伊亚,戈亚斯,1,0,false,OFFICIAL
2014-08-10,CLUB_OFFICIAL_OTHER,阿森纳,曼彻斯特城,3,0,false,OFFICIAL
2014-08-10,EREDIVISIE,威廉二世,PSV埃因霍温,1,3,false,OFFICIAL
2014-08-10,EREDIVISIE,前进之鹰,格罗宁根,2,3,false,OFFICIAL
2014-08-10,EREDIVISIE,阿贾克斯,维迪斯,4,1,false,OFFICIAL
2014-08-10,EREDIVISIE,海牙,费耶诺德,0,1,false,OFFICIAL
2014-08-10,EREDIVISIE,赫拉克勒斯,阿尔克马尔,0,3,false,OFFICIAL
2014-08-10,EREDIVISIE,布雷达,SBV精英,1,1,false,OFFICIAL
2014-08-10,EREDIVISIE,坎布尔,特温特,1,1,false,OFFICIAL
2014-08-10,EREDIVISIE,海伦芬,多德勒支,1,2,false,OFFICIAL
2014-08-10,LIGUE_1,蒙彼利埃,波尔多,0,1,false,OFFICIAL
2014-08-10,LIGUE_1,伊维恩,卡昂,0,3,false,OFFICIAL
2014-08-10,LIGUE_1,南特,朗斯,1,0,false,OFFICIAL
2014-08-10,LIGUE_1,巴斯蒂亚,马赛,3,3,false,OFFICIAL
2014-08-10,LIGUE_1,里尔,梅斯,0,0,false,OFFICIAL
2014-08-10,LIGUE_1,里昂,雷恩,2,0,false,OFFICIAL
2014-08-10,LIGUE_1,甘冈,圣埃蒂安,0,2,false,OFFICIAL
2014-08-10,LIGUE_1,尼斯,图卢兹,3,2,false,OFFICIAL
2014-08-11,ARGENTINE_PRIMERA_DIVISION,阿独立,拉斐拉,3,0,false,OFFICIAL
2014-08-11,ARGENTINE_PRIMERA_DIVISION,博卡,老男孩,0,1,false,OFFICIAL
2014-08-11,ARGENTINE_PRIMERA_DIVISION,拉普体操,河床,1,1,false,OFFICIAL
2014-08-11,BRAZIL_SERIE_A,巴竞技,博塔弗戈,2,0,false,OFFICIAL
2014-08-11,BRAZIL_SERIE_A,桑托斯,科林蒂安,0,1,false,OFFICIAL
2014-08-11,BRAZIL_SERIE_A,沙佩科,费古埃伦,0,1,false,OFFICIAL
2014-08-11,BRAZIL_SERIE_A,巴西国际,格雷米奥,2,0,false,OFFICIAL
2014-08-11,BRAZIL_SERIE_A,米竞技,帕尔梅拉斯,2,1,false,OFFICIAL
2014-08-11,BRAZIL_SERIE_A,弗拉门戈,累体育,1,0,false,OFFICIAL
2014-08-11,BRAZIL_SERIE_A,圣保罗,维多利亚,3,1,false,OFFICIAL
2014-08-11,LIGUE_1,摩纳哥,洛里昂,1,2,false,OFFICIAL
2014-08-12,ARGENTINE_PRIMERA_DIVISION,兵工厂,拉普大学,2,1,false,OFFICIAL
2014-08-12,ARGENTINE_PRIMERA_DIVISION,老虎竞技,萨斯菲,0,1,false,OFFICIAL
2014-08-13,CLUB_OFFICIAL_OTHER,基尔梅斯,班菲尔德,0,4,false,OFFICIAL
2014-08-13,CLUB_OFFICIAL_OTHER,皇家马德里,塞维利亚,2,0,false,OFFICIAL
2014-08-14,ARGENTINE_PRIMERA_DIVISION,拉努斯,贝格拉诺,1,0,false,OFFICIAL
2014-08-14,CLUB_OFFICIAL_OTHER,多特蒙德,拜仁慕尼黑,2,0,false,OFFICIAL
2014-08-14,CLUB_OFFICIAL_OTHER,圣保罗,布拉干RB,1,3,false,OFFICIAL
2014-08-14,CLUB_OFFICIAL_OTHER,塞阿拉,巴西国际,3,1,false,OFFICIAL
2014-08-16,ARGENTINE_PRIMERA_DIVISION,老男孩,拉普体操,1,1,false,OFFICIAL
2014-08-16,CLUB_OFFICIAL_OTHER,波鸿,斯图加特,2,0,false,OFFICIAL
2014-08-16,EREDIVISIE,费耶诺德,海伦芬,1,1,false,OFFICIAL
2014-08-16,LIGUE_1,巴黎圣日尔曼,巴斯蒂亚,2,0,false,OFFICIAL
2014-08-16,LIGUE_1,卡昂,里尔,0,1,false,OFFICIAL
2014-08-16,PREMIER_LEAGUE,斯托克城,阿斯顿维拉,0,1,false,OFFICIAL
2014-08-16,PREMIER_LEAGUE,女王巡游,赫尔城,0,1,false,OFFICIAL
2014-08-16,PREMIER_LEAGUE,西布罗姆,桑德兰,2,2,false,OFFICIAL
2014-08-16,PREMIER_LEAGUE,曼彻斯特联,斯旺西,1,2,false,OFFICIAL
2014-08-16,PREMIER_LEAGUE,西汉姆联,托特纳姆热刺,0,1,false,OFFICIAL
2014-08-16,PREMIER_LEAGUE,莱切斯特,埃弗顿,2,2,false,OFFICIAL
2014-08-16,PRIMEIRA_LIGA,波尔图,马里迪莫,2,0,false,OFFICIAL
2014-08-17,ARGENTINE_PRIMERA_DIVISION,萨斯菲,兵工厂,2,1,false,OFFICIAL
2014-08-17,ARGENTINE_PRIMERA_DIVISION,拉普大学,阿独立,1,0,false,OFFICIAL
2014-08-17,ARGENTINE_PRIMERA_DIVISION,班菲尔德,防御正义,2,3,false,OFFICIAL
2014-08-17,ARGENTINE_PRIMERA_DIVISION,奥林匹奥,老虎竞技,2,1,false,OFFICIAL
2014-08-17,BRAZIL_SERIE_A,科林蒂安,巴伊亚,1,1,false,OFFICIAL
2014-08-17,BRAZIL_SERIE_A,戈亚斯,巴西国际,0,1,false,OFFICIAL
2014-08-17,CLUB_OFFICIAL_OTHER,斯佩齐亚,莱切,1,0,false,OFFICIAL
2014-08-17,EREDIVISIE,格罗宁根,赫拉克勒斯,3,1,false,OFFICIAL
2014-08-17,EREDIVISIE,SBV精英,前进之鹰,3,2,false,OFFICIAL
2014-08-17,EREDIVISIE,乌德勒支,威廉二世,2,1,false,OFFICIAL
2014-08-17,EREDIVISIE,阿尔克马尔,阿贾克斯,1,3,false,OFFICIAL
2014-08-17,EREDIVISIE,维迪斯,坎布尔,2,2,false,OFFICIAL
2014-08-17,EREDIVISIE,特温特,海牙,2,2,false,OFFICIAL
2014-08-17,EREDIVISIE,多德勒支,兹沃勒,1,2,false,OFFICIAL
2014-08-17,EREDIVISIE,PSV埃因霍温,布雷达,6,1,false,OFFICIAL
2014-08-17,LIGUE_1,雷恩,伊维恩,6,2,false,OFFICIAL
2014-08-17,LIGUE_1,朗斯,甘冈,0,1,false,OFFICIAL
2014-08-17,LIGUE_1,图卢兹,里昂,2,1,false,OFFICIAL
2014-08-17,LIGUE_1,马赛,蒙彼利埃,0,2,false,OFFICIAL
2014-08-17,LIGUE_1,梅斯,南特,1,1,false,OFFICIAL
2014-08-17,LIGUE_1,洛里昂,尼斯,0,0,false,OFFICIAL
2014-08-17,LIGUE_1,圣埃蒂安,兰斯,3,1,false,OFFICIAL
2014-08-17,PREMIER_LEAGUE,阿森纳,水晶宫,2,1,false,OFFICIAL
2014-08-17,PREMIER_LEAGUE,纽卡斯尔联,曼彻斯特城,0,2,false,OFFICIAL
2014-08-17,PREMIER_LEAGUE,利物浦,南安普敦,2,1,false,OFFICIAL
2014-08-17,PRIMEIRA_LIGA,吉维森特,吉马良斯,1,3,false,OFFICIAL
2014-08-17,PRIMEIRA_LIGA,葡萄牙国民,摩雷伦斯,0,1,false,OFFICIAL
2014-08-17,PRIMEIRA_LIGA,科英布拉,里斯本竞技,1,1,false,OFFICIAL
2014-08-17,PRIMEIRA_LIGA,里奥阿维,塞图巴尔,2,0,false,OFFICIAL
2014-08-18,ARGENTINE_PRIMERA_DIVISION,贝格拉诺,博卡,0,1,false,OFFICIAL
2014-08-18,ARGENTINE_PRIMERA_DIVISION,河床,罗萨里奥,2,0,false,OFFICIAL
2014-08-18,ARGENTINE_PRIMERA_DIVISION,竞技,圣洛伦索,2,0,false,OFFICIAL
2014-08-18,BRAZIL_SERIE_A,费古埃伦,米竞技,2,2,false,OFFICIAL
2014-08-18,BRAZIL_SERIE_A,累体育,巴竞技,1,1,false,OFFICIAL
2014-08-18,BRAZIL_SERIE_A,维多利亚,沙佩科,0,0,false,OFFICIAL
2014-08-18,BRAZIL_SERIE_A,格雷米奥,克里西,2,0,false,OFFICIAL
2014-08-18,BRAZIL_SERIE_A,科里蒂巴,弗拉门戈,0,1,false,OFFICIAL
